State,Creditor Name,Bureau 
CA ,Auto Financing Companies,Experian
CA ,Personal Loan Companies,Experian
CA ,"Finance, personal",TransUnion
CA ,Miscellancous Reptg. Agencies,Equifax
CA ,Mortgage Reporters,Experian
CA ,"Finance, personal.",TransUnion
CA ,"Finance, personal",TransUnion
CA ,Miscellancous Reptg. Agencies,Equifax
CA ,Mortgage Companies,Exporian
CA ,Miscellancous and public record,TransUnion
CA ,Miscellancous Reptg. Agencics,Equifax
CA ,Mortgage Reporters,Experian
CA ,Banks and SaLs,TransUnion
CA ,"Automobile Dealers, New",Experian
CA ,Auto Financing Companies,Experian
CA ,Personal Loans Companies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Personal Loans Companies,Equifax
CA ,Mortgage Reporters,Experian
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous and public record,TransUnion
CA ,Banks and S&Ls,TransUnion
CA ,Mortgage Companies,Experian
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Finance other than personal,TransUnion
CA ,Government,TransUnion
CA ,Investment Firms,Experian
CA ,Mortgage Reporters,Experian
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Finance other than personal,TransUnion
CA ,Banks and S&Ls,TransUnion
CA ,Contractors,TransUnion
CA ,Bank Credit Cards,Experian
CA ,Personal Loan Companies,Experian
CA ,Auto Financing,Equifax
CA ,"Finance, personal",TransUnion
CA ,Credit Unions,Experian
CA ,Banks and S&Ls,TransUnion
CA ,"Automobile Dealers, Used",Experian
CA ,Personal Loan Companies,Experian
CA ,Auto Financing,Equifax
CA ,"Finance, personal",TransUnion
CA ,All Banks,Equifax
CA ,Banks and S&Ls,TransUnion
CA ,Bank Credit Cards,Experian
CA ,All Banks,Equifax
CA ,Banks and S&Ls,TransUnion
CA ,All Banks - non specific,Experian
CA ,Mortgage Companies,Experian
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Miscellaneous and public record,TransUnion
CA ,Banks and S&Ls,TransUnion
CA ,"Finance, personal",TransUnion
CA ,Tenant Screeners (Reseller),Experian
CA ,Finance other than personal,Experian
CA ,"Auto Dealers, Used",Experian
CA ,"Auto Dealers, New",TransUnion
CA ,Auto Financing,TransUnion
CA ,Credit Bureau Inquiries,Experian
CA ,,Equifax
CA ,Bank Credit Cards,Experian
CA ,Bank Credit Cards,TransUnion
CA ,Bank Credit Cards,TransUnion
CA ,,Equifax
CA ,Bank Credit Cards,Experian
CA ,Auto Loans,TransUnion
CA ,"Auto Dealers, New",TransUnion
CA ,Auto Financing,TransUnion
CA ,All Banks,Experian
CA ,Banks and S&Ls,TransUnion
CA ,Personal Loan Companies,Experian
CA ,Banks and S&Ls,TransUnion
CA ,Mortgage Reporters,Experian
CA ,Miscellaneous and public record,TransUnion
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Mortgage Reporters,Experian
CA ,Miscellaneous and public record,TransUnion
CA ,Miscellaneous Reptg. Agencies,Equifax
CA ,Banks and S&Ls,TransUnion
CA ,National Credit Card Cos.,Equifax
CA ,All Banks - non specific,Experian
CA ,Bank Credit Cards,Experian
CA ,National Credit Card Cos.,Equifax
CA ,Bank Credit Cards,Experian
CA ,Banks and S&Ls,TransUnion
CA ,All Banks,Equifax
CA ,Banks and S&Ls,TransUnion
CA ,"Finance, personal",TransUnion
CA ,Personal Loan Companies,Experian
CA ,Mortgage Reporters,Experian
CA ,Miscellaneous and public record,TransUnion
CO-OP,,
CP,ONEMAIN,TransUnion
CP,ONEMAIN,Equifax
CP,CAP ONE NA,Experian
CP,CAPITAL ONE,TransUnion
CP,CAPITAL ONE BANK USA,Equifax
CP,CBNA/BBY,TransUnion
CP,BRCLYSBANKDE,TransUnion
CP,ADVANTAGE CREDIT INC,Experian
CP,ADVNTGE CRED,TransUnion
CP,"ADVANTAGE CREDIT,INC",Equifax
CP,ELAN FINANCIAL SERVICE,Experian
CP,JPMCB CARD,TransUnion
CP,ONEMAIN,Experian
CP,ENT CREDIT UNION,Experian
CP,JPMCB AUTO,TransUnion
CP,SCHOMP SUBAR,TransUnion
CP,COAF,TransUnion
CP,LIGHTSTREAM,TransUnion
CP,CREDCO,TransUnion
CP,PARTNERS CRE,TransUnion
CP,CREDCO,TransUnion
CP,LENDINGPOINT LLC,Experian
CP,ALLY FINANCI,TransUnion
CP,SCHOMP SUBAR,TransUnion
CP,SCHOMP SUBAR,TransUnion
CP,COAF,TransUnion
CP,JPMCB AUTO,TransUnion
CP,SOOPER CREDIT UNION,Experian
CONNECTICUT,,
CT,XACTUS UNIVERSALCIS,Equifax
CT,XACTUS,Experian
CT,XACTUS LLC,TransUnion
CT,BRCLYSBANKDE,TransUnion
CT,BK OF AMER,Experian
CT,TD AUTO FIN,TransUnion
CT,JPMCB AUTO,TransUnion
CT,XACTUS UNIVERSALCIS,Equifax
CT,XACTUS,Experian
CT,XACTUS LLC,TransUnion
CT,BK OF AMER,Experian
CT,UNITED BUS & IND FCU,Experian
CT,ALLY FINANCIAL,Experian
CT,CHRYSLER CAPITAL,Experian
CT,VLLY NAT BK,TransUnion
CT,ALLY FINANCI,TransUnion
CT,700 CREDIT/CROWLEY AUT,Experian
CT,BK OF AMER,Experian
CT,CROWLEY AUTO,TransUnion
CT,ALLY FINANCIAL,Experian
CT,CHRYSLER CAPITAL,Experian
CT,ALLY FINANCI,TransUnion
CT,TESLA FINANC,TransUnion
CT,EXPERIAN BUSINESS CRED,Experian
CT,EQUIFAX CANADA,Equifax
CT,TD RETAIL CARD SERVICE,Experian
CT,ALLY FINANCIAL,Experian
CT,ALLY FINANCI,TransUnion
CT,ALLY FINANCIAL,Experian
CT,CHRYSLER CAPITAL,Experian
CT,ALLY FINANCI,TransUnion
CT,XACTUS LLC,TransUnion
CT,FACTUAL DATA,Equifax
CT,FACTUAL DATA,TransUnion
CT,FACTUAL DATA,Experian
CT,CBNA,Equifax
CT,JPMCB CARD,Experian
CT,PENTAGON FCU-ALEXAND,Equifax
CT,MB FIN SVCS,TransUnion
CT,HAROLD ZAIGLER CHRYS,Equifax
CT,ALLY FINANCI,TransUnion
CT,ZEIGLER CHRY,TransUnion
CT,ALLY FINANCIAL,Experian
CT,700/ZEIGLER CHRY PLY D,Experian
CT,CHRYSLER CAPITAL,Experian
CT,CBNA/THD,Experian
CT,FACTUAL DATA,Equifax
CT,FACTUAL DATA,TransUnion
CT,FACTUAL DATA,Experian
CT,FACTUAL DATA,Equifax
CT,FACTUAL DATA,TransUnion
CT,HAROLD ZAIGLER CHRYS,Equifax
CT,ALLY FINANCI,TransUnion
CT,ZEIGLER CHRY,TransUnion
CT,ALLY FINANCIAL,Experian
CT,700/ZEIGLER CHRY PLY D,Experian
CT,FORD CREDI,Experian
CT,ALLY FINANCI,TransUnion
CT,ALLY FINANCIAL,Experian
CT,FORD CRED,Experian
CT,HAROLD ZAIGLER CHRYS,Equifax
CT,ZEIGLER CHRY,TransUnion
CT,700/ZEIGLER CHRY PLY D,Experian
CT,STEARNS BANK-ST CLOU,Equifax
CT,ALLY FINANCI,TransUnion
CT,ALLY FINANCIAL,Experian
CT,FORD CRED,Experian
CT,ALLY LENDING/FNI|,Experian
CT,HAROLD ZAIGLER CHRYS,Equifax
CT,ZEIGLER CHRY,TransUnion
CT,700/ZEIGLER CHRY PLY D,Experian
CT,BRCLYSBANKDE,TransUnion
CT,BRCLYSBANKDE,TransUnion
CT,GS BANK,TransUnion
CT,US SM BUS ADMIN ODA,Experian
DC,,
DC,JPMCB CARD,Experian
DC,JPMCB CARD,TransUnion
DC,DISCOVER FINANCIAL SER,Experian
DC,FEB/DESTINY,TransUnion
DC,CAPITALONE,Experian
DC,CAPITAL ONE,TransUnion
DC,EXPERIAN BUSINESS CRED,Experian
DC,FNB OMAHA,Experian
DC,ML/TAB BANK,TransUnion
DC,EXPERIAN BUSINESS CRED,Experian
DC,DISCOVER FINANCIAL SER,Experian
DC,MACYS/CBNA,Experian
DC,CREDIT ONE BANK NA,Experian
DC,EXPERIAN BUSINESS CRED,Experian
DC,CAPITAL ONE,TransUnion
DC,CAPITAL ONE,TransUnion
DC,EXPERIAN BUSINESS CRED,Experian
DC,CAP ONE NA,Experian
DC,DISCOVER FINANCIAL SER,Experian
DC,CAPITAL ONE,TransUnion
DC,CITIBANK NA/THD,Equifax
DC,CAPITAL ONE,TransUnion
DC,CAPITAL ONE BANK USA,Equifax
DC,CAP ONE NA,Experian
DC,WF CRD SVC,Equifax
DC,CITI CARDS CBNA,Experian
DC,AMERICAN EXP,TransUnion
DC,AMERICAN EXPRESS,Experian
DC,JPMCB - CARD SERVICE,Equifax
DC,JPMCB CARD,Experian
DC,AMEX,Experian
DC,TD BANK USA/TARGET C,Equifax
DC,CAPITAL ONE BANK USA,Equifax
DC,CAP ONE NA,Experian
DC,SYNCB/GOOGLE,Equifax
DC,SYNCB/GOOGLE,Experian
DC,JPMCB - CARD SERVICE,Equifax
DC,JPMCB CARD,Experian
DC,DISCOVER FINANCIAL SER,Experian
DELAWARE,,
DE ,NEWREZ LLC,TransUnion
DE ,UCS/NEWREZ LLC,Experian
DE ,XACTUS,Equifax
DE ,CIC CREDIT,TransUnion
DE ,CIC CREDIT,Experian
DE ,"CIC MORTGAGE CREDIT,",Equifax
DE ,NEWREZ LLC,TransUnion
DE ,UCS/NEWREZ LLC,Experian
DE ,BIRCHWOOD CR,TransUnion
DE ,BIRCHWOOD CREDIT SERV,Experian
DE ,BIRCHWOOD CREDIT SER,Equifax
DE ,JPMCB AUTO,TransUnion
DE ,PK AUTOMOTIV,TransUnion
DE ,ALLY FINANCIAL,Experian
DE ,ALLY FINANCIAL,Experian
DE ,PNC BANK,Experian
DE ,BK OF AMER,Experian
DE ,AMEX,TransUnion
DE ,AMEX,Experian
DE ,CREDCO,TransUnion
DE ,CREDCO,Experian
DE ,CREDCO,Equifax
DE ,CREDCO,TransUnion
DE ,CREDCO,Experian
DE ,CREDCO,Equifax
DE ,CREDCO,TransUnion
DE ,CREDCO,Experian
DE ,CREDCO,Equifax
DE ,MACYS/CBNA,Experian
DE ,AMERICAN HERITAGE FCU,Experian
DE ,FRANKLIN MINT FED CR U,Experian
DE ,DEXSTA FED CREDIT UN,Experian
DE ,UNIVEST BANK AND TRU,Equifax
DE ,JPMCB BB,Experian
DE ,XACTUS,Equifax
DE ,XACTUS - UCS,Experian
DE ,UNIVERSAL CR,TransUnion
DE ,XACTUS LLC,Equifax
DE ,SUCCESS MORT,TransUnion
DE ,ELAN FINANCI,TransUnion
DE ,MARINER FINANCE,Equifax
DE ,MARINER FINANCE,Equifax
DE ,TOYOTA MOTOR CREDIT CO,Experian
DE ,700 CREDIT/KOONS LEXUS,Experian
DE ,KEYBANK,Equifax
DE ,TOYOTA MOTOR CREDIT,Equifax
DE ,TOYOTA MOTOR CREDIT CO,Experian
DE ,KOONS LEXUS,TransUnion
DE ,CBNA/THD,TransUnion
DE ,AMEX,Experian
DE ,AMEX,TransUnion
DE ,THD/CBNA,Experian
DE ,MACYS/CBNA,Experian
DE ,COASTL/PROSP,TransUnion
DE ,WEBBANK/AVAN,TransUnion
DE ,CREDITONEBNK,TransUnion
DE ,CBNA,Equifax
DE ,CBNA,Equifax
DE ,JENIUS BANK,TransUnion
DE ,BK OF AMER,TransUnion
DE ,FRANKLIN MINT FED CR U,Experian
DE ,700 CREDIT/SHERIDAN NI,Experian
DE ,NISSAN MOTOR ACCEPTANC,Experian
DE ,‹ DAN NIS,TransUnion
DE ,CONICELLI TOYOTA OF,Equifax
DE ,NCCINC/CONICELLI TOYOT,Experian
DE ,"CITIBANK NA., BEST BUY",Experian
DE ,GM FINANCIAL,TransUnion
DE ,FULTON FIN C,TransUnion
DE ,TRUISTAUTO,TransUnion
DE ,GM FINANCIAL,TransUnion
DE ,FULTON FIN C,TransUnion
DE ,700 CREDIT/HESSERT CHE,Experian
DE ,HESSERT CHEV,TransUnion
DE ,EVOLVE BANK TRUST/DESE,Experian
DE ,US BANK,TransUnion
DE ,ELAN FINANCI,TransUnion
DE ,JPMCB CARD,Experian
DE ,JPMCB CARD,TransUnion
DE ,JPMCB CARD,TransUnion
DE ,SPECIAL FINANCING COMP,Experian
DE ,SYNCB/JC PENNEY,Experian
DE ,JPMCB CARD,TransUnion
DE ,TEACHERS CREDIT UNIO,Equifax
DE ,EXPERIAN BUSINESS CRED,Experian
DE ,KOHLS/CAPONE,Experian
DE ,EXPERIAN BUSINESS CRED,Experian
DE ,SYNCB/LOWE'S BRC,Equifax
DE ,SYNCB/TJX CO,Experian
DE ,SYNCB/TJX DC,TransUnion
DE ,PROSPERWEBBK,TransUnion
DE ,CAPITAL ONE BANK USA,Equifax
DE ,CAP ONE NA,Experian
DE ,DISCOVER FINANCIAL SER,Experian
DE ,CAPITAL ONE,TransUnion
DE ,AMEX,Experian
DE ,GS BANK,TransUnion
FLORIDA,,
FL ,TRUIST BANK,Equifax
FL ,TRUIST BANK,Equifax
FL ,NORTHWEST FCU,Equifax
FL ,VLLY NAT BK,TransUnion
FL ,TRUIST DEALER SERVIC,Equifax
FL ,JPMCB AUTO,Experian
FL ,PNC BANK,Experian
FL ,TD AUTO FIN,TransUnion
FL ,KIA FINANCE AMERICA,Equifax
FL ,ALLY FINANCIAL,Equifax
FL ,LIGHTHOUSE POINT AUT,Equifax
FL ,HYUNDAI CAPITAL AMERIC,Experian
FL ,ALLY FINANCIAL,Experian
FL ,SANTANDER CONSUMER USA,Experian
FL ,700 CREDIT/PHIL SMITH,Experian
FL ,PHIL SMITH K,TransUnion
FL ,NAVY FCU,TransUnion
FL ,NAVY FCU,TransUnion
FL ,CHEVRON FEDERAL CRED,Equifax
FL ,FEDCHOICEFCU,TransUnion
FL ,JPMCB CARD,TransUnion
FL ,JPMCB - CARD SERVICE,Equifax
FL ,JPMCB CARD,Experian
FL ,GS BANK,TransUnion
FL ,CREDCO,Experian
FL ,NMAC,Equifax
FL ,DISCOVER FINANCIAL SER,Experian
FL ,CBNA,Equifax
FL ,AMEX,
FL ,APPLE CARD/GS BANK USA,
FL ,AMERICAN EXPRESS,
FL ,APPLE CARD - GS BANK,
FL ,CAPs,
FL ,CAPITAL ONE,
FL ,CAPITAL ONE BANK USA,
FL ,DISCOVER BANK,
FL ,JPMCB CARD,
FL ,JPMCB - CARD SERVICE,
FL ,TRUIST BANK,
FL ,RESIDENT VERIFY,Experian
FL ,PENTAGON FCU-ALEXAND,Equifax
FL ,SYNCB,TransUnion
FL ,SOFI BANK/TBOM,Experian
FL ,"CITIBANK NA., BEST BUY",Experian
FL ,LC BANK,TransUnion
FL ,CADITAL ONE,TransUnion
FL ,TAL ONE BANK USA,Equifax
FL ,CAP ONE NA,Experian
FL ,EXPERIAN BUSINESS CRED,Experian
FL ,LC BANK,TransUnion
FL ,FACTUAL DATA,TransUnion
FL ,FACTUAL DATA,Equifax
FL ,FACTUAL DATA,Experian
FL ,FACTUAL DATA,TransUnion
FL ,FACTUAL DATA,Equifax
FL ,FACTUAL DATA,Experian
FL ,"CARD ASSETS, A DIVIS",Equifax
FL ,SYNCB,TransUnion
FL ,CAPITAL ONE,TransUnion
FL ,,Experian
FL ,CAP ONE NA,Experian
FL ,JPMCB CARD,Experian
FL ,CAPITAL ONE BANK USA,Equifax
FL ,NAPLES NISSA,TransUnion
FL ,700CR/NAPLES NISSAN DT,Experian
FL ,JPMCB CARD,Experian
FL ,SUNCOAST CREDIT UNION,Experian
FL ,CREDCO,Experian
FL ,TRUIST BANK,Equifax
FL ,AMEX,Experian
FL ,HIL FINANCIA,TransUnion
FL ,RUSS DARROW,TransUnion
FL ,ABC LEASING AND FINA,Equifax
FL ,BK OF AMER,TransUnion
FL ,GS BANK,TransUnion
FL ,CBNA,Equifax
FL ,FIFTH THIRD,TransUnion
FL ,TD AUTO FIN,TransUnion
FL ,LORENZO FORD,TransUnion
FL ,LORENZO ENTERPRISES,Equifax
FL ,ALLY FINANCIAL,Equifax
FL ,CBNA,Equifax
FL ,BK OF AMER,TransUnion
FL ,JPMCB CARD,Experian
FL ,NAVY FCU,TransUnion
FL ,SYNCB,TransUnion
FL ,WFB BD CRE,Experian
FL ,ONEMAIN,TransUnion
FL ,"MAIN FINANCIAL SERV
 く",Experian
FL ,FAX MORTGAGE SER,Equifax
FL ,NAVY FCU,TransUnion
FL ,EQUIFAX MORTGAGE SOLUT,Experian
FL ,SERVICE FIN,TransUnion
FL ,SERVICE FIN,TransUnion
FL ,COMENITYCAPITAL/FLRDEC,Experian
FL ,THD/CBNA,Equifax
FL ,GREENSKY/THD LOAN SRVC,Experian
FL ,NAVY FCU,TransUnion
FL ,"CREDIT TECHNOLOGIES,",Equifax
FL ,CREDIT TECH,TransUnion
FL ,CREDIT TECHNOLOGIES IN,Experian
FL ,NAVY FCU,TransUnion
FL ,CAPITAL ONE BANK USA,Equifax
FL ,CAPITAL ONE,TransUnion
FL ,CAP ONE NA,Experian
FL ,ONEMAIN FINANCIAL OF,Equifax
FL ,ONEMAIN,TransUnion
FL ,CREDIT ONE BANK NA,Experian
FL ,DISCOVER FINANCIAL SER,Experian
FL ,CITI CARDS CBNA,Experian
FL ,TRUIST BANK,Equifax
FL ,BECU,TransUnion
FL ,CITI CARDS CBNA,Experian
FL ,CITIZENS BANK,Equifax
FL ,CAPITAL ONE,TransUnion
FL ,CAPITAL ONE BANK USA,Equifax
FL ,CAP ONE NA,Experian
FL ,TRUIST BANK,Equifax
FL ,CAP1/SAKS,TransUnion
FL ,CAP1/SAKS FIFTH AVEN,Equifax
FL ,CAP1/SAKS,Experian
FL ,BECU,TransUnion
FL ,TBOM/FORTIVA,TransUnion
FL ,BRCLYSBANKDE,TransUnion
FL ,BRCLYSBANKDE,TransUnion
FL ,SOFI BANK NA,Experian
FL ,BECU,TransUnion
FL ,AMEX,TransUnion
FL ,AMEX,Experian
FL ,DISCOVER FINANCIAL SER,Experian
FL ,CAPITAL ONE,TransUnion
FL ,CAPITAL ONE BANK USA,Equifax
FL ,CAP ONE NA,Experian
FL ,CREDITONEBNK,TransUnion
GEORGIA,,
GA,AMEX,Experian
GA,CITI CARDS CBNA,Experian
GA,CBNA,Equifax
GA,US FEDERAL CREDIT U,Equifax
GA,LANIER FEDERAL CREDI,Equifax
GA,LANIER FEDERAL CREDI,Equifax
GA,21ST MORTGAGE,Equifax
GA,EQUIFAX MORTGAGE SER,Equifax
GA,REGION MORTG,TransUnion
GA,21ST MORTGAGE,Equifax
GA,INFORMATIVE RESEARCH,Equifax
GA,NEW AMERICAN,TransUnion
GA,WELLS FARGO DEALER S,Equifax
GA,TRUIST DEALER SERVIC,Equifax
GA,JIM HARDMAN BUICK GM,Equifax
GA,ALLY FINANCIAL,Equifax
GA,LANIER FEDERAL CREDI,Equifax
GA,"XACTUS, LLC",Equifax
GA,EVERETT FINA,TransUnion
GA,FACTUAL DATA,Equifax
GA,FAIRWAY INDE,TransUnion
GA,AMEX,Experian
GA,JPMCB CARD,TransUnion
GA,BK OF AMERI,TransUnion
GA,DAKOTA FIN,TransUnion
GA,CAPITAL ONE,TransUnion
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE BANK USA,Equifax
GA,BK OF AMER,TransUnion
GA,"CITIBANK NA,WAYMC",Equifax
GA,CAPITAL ONE|,TransUnion
GA,CAPITAL ONE BANK USA,Equifax
GA,CONTINENTAL FINANCE/CE,Experian
GA,CONTINENTAL FINANCE/TB,Experian
GA,SYNV/VERV FD,TransUnion
GA,CITIBANK NA.WAYMC,Equifax
GA,FFAM DBA ACHIEVE/CRB,Experian
GA,MISSION LANE,TransUnion
GA,POWERPAY,TransUnion
GA,BK OF AMER,Experian
GA,SALAL CU,Experian
GA,AQUA FINANCE,TransUnion
GA,SERVICE FIN,TransUnion
GA,FOUNDATION F,TransUnion
GA,VERVENT/1ST DIGI CRD/S,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,"CITIBANK NA,WAYMC",Equifax
GA,TRACSUPLY/CBNA,Equifax
GA,MARINER FINANCE,Equifax
GA,AQUA FINANCE,TransUnion
GA,MERCHANTS CB,TransUnion
GA,GREENSKY INSTALLMENT,Experian
GA,ASMC SERVICING LTD,Experian
GA,FOUNDATION F,TransUnion
GA,SERVICE FIN,TransUnion
GA,TRACSUPLY/CBNA,Equifax
GA,SAFE STEP WALK-IN TU,Equifax
GA,AQUA FINANCE,TransUnion
GA,GREENSKY INSTALLMENT,Experian
GA,LENDMARK FINANCIAL S,Equifax
GA,BK OF AMER,TransUnion
GA,AMERIMARK PREMIER,Equifax
GA,XACTUS-CP/NATIONS LEND,Experian
GA,NATIONS LEND,TransUnion
GA,XACTUS,Equifax
GA,SYNCB,TransUnion
GA,TBOM/MILESTO,TransUnion
GA,BRCLYSBANKDE,TransUnion
GA,PETAL CARD/WEBBANK,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Equifax
GA,SOUTH ATLANTA MOTORS,Equifax
GA,PENTAGON FCU-ALEXAND,Equifax
GA,JPMCB AUTO,TransUnion
GA,THD/CBNA,Equifax
GA,TD AUTO FIN,TransUnion
GA,TEAM HONDA,TransUnion
GA,AN HONDA THORNTON RD,Equifax
GA,ALLY FINANCIAL,Equifax
GA,CRTFD CRDT,TransUnion
GA,CERTIFIED CREDIT REP,Equifax
GA,FIRST HORIZON BANK,Equifax
GA,TRUIST BANK,Equifax
GA,TRUIST BANK,Equifax
GA,TRUIST BANK,Equifax
GA,CRSLLC,TransUnion
GA,CREDIT REPORTING SER,Equifax
GA,PENTAGON FEDERAL CR UN,Experian
GA,SYNCB/PAYPAL,TransUnion
GA,ELAN FINANCI,TransUnion
GA,FEB/DESTINY,TransUnion
GA,MARINER FINANCE,Equifax
GA,SYNCB/LOWES,TransUnion
GA,SYNCB/LOWESC,TransUnion
GA,BK OF AMER,TransUnion
GA,BK OF AMER,TransUnion
GA,ALLY FINANCIAL,Equifax
GA,KIA FINANCE AMERICA,Equifax
GA,LENTEGRITY LLC,Equifax
GA,ASSOCIATED CREDIT UN,Equifax
GA,ALLY FINANCIAL,Equifax
GA,CAPITAL ONE,Equifax
GA,US BANK DS SOUTHEAST,Equifax
GA,COAF,TransUnion
GA,TD AUTO FIN,TransUnion
GA,WESTLAKE SERVICE INC,Equifax
GA,WELLS FARGO AUTO,Equifax
GA,ALLY FINANCIAL,Equifax
GA,TD AUTO FIN,TransUnion
GA,CULS/CINCH,TransUnion
GA,JPMCB CARD,Experian
GA,EQUIFAX MORTGAGE SER,Equifax
GA,VETERANS UNI,TransUnion
GA,EQUIFAX MORTGAGE SERI,Equifax
GA,VETERANS UNI,TransUnion
GA,FACTUAL DATA,Equifax
GA,FACTUAL DATA,TransUnion
GA,FACTUAL DATA,Equifax
GA,FACTUAL DATA,TransUnion
GA,FACTUAL DATA,Equifax
GA,FACTUAL DATA,TransUnion
GA,FACTUAL DATA,Equifax
GA,FACTUAL DATA,TransUnion
GA,EQUIFAX MORTGAGE SER,Equifax
GA,VETERANS UNI,TransUnion
GA,TRUIST BANK,Equifax
GA,AMEX,TransUnion
GA,AMEX,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,GRIECO CHEVR,TransUnion
GA,BMO BANK NA,TransUnion
GA,COAF,TransUnion
GA,EXETER FINANCE LLC/WCG,Experian
GA,700/GRIECO CHEVROLET O,Experian
GA,ALLY FINANCIAL,Experian
GA,GLOBAL LENDING SERVICE,Experian
GA,JPMCB AUTO,Experian
GA,SANTANDER CONSUMER USA,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,WELLS FARGO AUTO,Equifax
GA,GLOBAL LENDING SERVI,Equifax
GA,ALLY FINANCIAL,Equifax
GA,CAPITAL ONE,Equifax
GA,GM FINANCIAL,Equifax
GA,GRIECO CHEVROLET OF,Equifax
GA,DELRAY HONDA,TransUnion
GA,700/DELRAY HONDA,Experian
GA,AMERICAN HONDA FINAN,Equifax
GA,"FLTVT, LLC",Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,BK OF AMER,TransUnion
GA,COMENITYCAPITAL/IKEAVC,Experian
GA,LENDMARK FINANCIAL S,Equifax
GA,NAVY FCU,TransUnion
GA,LENDMARK FINANCIAL S,Equifax
GA,TD AUTO FIN,TransUnion
GA,CULS/CINCH,TransUnion
GA,ALLY FINANCIAL,Experian
GA,PNC BANK,Experian
GA,700CR/RICK HENDRICK CH,Experian
GA,WELLS FARGO DEALER S,Equifax
GA,ALLY FINANCIAL,Equifax
GA,RICK HENDRICK CHRYSL,Equifax
GA,MICROBILT,Experian
GA,WF PLL,Experian
GA,AMEX,Experian
GA,ALLY FINANCI,TranaUnion
GA,TD AUTO FIN,TrangUnion
GA,VYSTARCU,TrangUnion
GA,ALLY FINANCIAL,Experian
GA,GROW FINANCIAL FCU,Experian
GA,MIDFLORIDA CREDIT UNIO,Experian
GA,LAKE CITY F AUTOMOTI,Equifax
GA,WELLS FARGO AUTO,Equifax
GA,CAMPUS USA CREDIT UN,Equifax
GA,GTE FINANCIAL,Equifax
GA,FLORIDA CREDIT UNION,Equifax
GA,NORTHWEST FCU|,Equilax
GA,COAF|,TransUnion
GA,CU DUR FIN,TransUnion
GA,ALBANY MOTOR,TransUnion
GA,ROBINS FINANCIAL CREDI,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,CHRYSLER CAPITAL,Experian
GA,ALBANY CHRYSLER DODGE,Experian
GA,"ALBANY MOTORS, LLC",Equifax
GA,CAPITAL ONE,Equifax
GA,TD AUTO FIN,TrangUnion
GA,NORTHWEST BN,TrangUnion
GA,CREDCO,Experian
GA,PNC BANK,Experian
GA,NCCINC/JACKY JONES CHR,Experian
GA,JACKY JONES AUTOMOTI,Equifax
GA,CREDCO|,Equifax
GA,FIRST CITIZENS BANK,Equifax
GA,CREDCO|,TransUnion
GA,CREDCO,Experian
GA,CREDCO|,Equifax
GA,GA POWER VLDS FED CR,Equifax
GA,NAVY FCU,TransUnion
GA,WF CRO SVC|,Equifax
GA,MEDALLION BANK,Experian
GA,SYNCB/LOWESC,TrangUnion
GA,EXPERIAN BUSINESS CRED,Exocrian
GA,CREDCO,TrangUnion
GA,CREDCO|,Experian
GA,CREDCO,Equifax
GA,AMERICAN EXPRESS KABBA,Experian
GA,VALDOSTA NIS,TranáUnion
GA,700 CREDIT/VALDOSTA NI,Experian
GA,TKO PERIMETER LLC,Equifax
GA,COAF |,TrangUnion
GA,EXETER FINANCE LLC./WCG,Experian
GA,CARMAX,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,CAPITAL ONE,Equifax
GA,SYNCB/SAMS|,TrangUnion
GA,JENIUS BANK,TransUnion
GA,AIN,Experian
GA,MAIN,TransUnion
GA,REPRISE FINANCIAL/WEBB,Experian
GA,BK OF AMER,TransUnion
GA,WF CRD SVC,Equifax
GA,JPMCB CARD,Experian
GA,JPMCB CARD,TransUnion
GA,CREDIT ONE BANK NA,Experian
GA,WEBBANK/AVAN,TransUnion
GA,ELECTIVE GROUP USA INC,Experian
GA,FINMKT INC.,TransUnion
