State,Creditor Name,Bureau 
GA,USALLIANCE FCU FKA MEF,Experian
GA,LIGHTSTREAM,TransUnion
GA,CIC CREDIT,TransUnion
GA,CIC CREDIT,Experian
GA,XACTUS-CP,Experian
GA,CREDIT PLUS,TransUnion
GA,XACTUS-CP,Experian
GA,XACTUS,Equifax
GA,DISCOVER BAN,TransUnion
GA,DISCOVER FINANCIAL SER,Experian
GA,DISCOVER HOME LOANS,Equifax
GA,FIRST CITIZENS BANK AN,Experian
GA,EXPERIAN BUSINESS CRED,Experian
GA,SYNCB/JCP,TransUnion
GA,DISCOVER BANK,Equifax
GA,CFNA,TransUnion
GA,BK OF AMER,TransUnion
GA,CREDIT PLUS,TransUnion
GA,XACTUS-CP/EMM LOANS LL,Experian
GA,"XACTUS, LLC",Equifax
GA,FACTUAL DATA,TrangUnion
GA,FACTUAL DATA,Experian
GA,FACTUAL DATA,Equifax
GA,FIRST FLIGHT FCU,Equifax
GA,NAVY FCU,TrangUnion
GA,FAIR WAY LEN,TransUnion
GA,CREDCO|,TransUnion
GA,CIC MTG/FAIR WAY LENDI,Experian
GA,CREDCO/CARDINAL FINANC,Experian
GA,CREDCO/CFC|,Equifax
GA,"CIC MORTGAGE CREDIT,",Equifax
GA,EQUIFAX MORTGAGE SER,Equifax
GA,SYNCB/SAMS,TrangUnion
GA,CPI SECURITY SYSTEMS,Equifax
GA,"PENTAGON FCU-ALEXAND
 SYNCB","Equifax
 TransUnion"
GA,,
GA,NAVY FCU,TransUnion
GA,EQUIFAX MTG,TrangUnion
GA,EQUIFAX/EMS NAVY FEDER,Experian
GA,EQUIFAX MORTGAGE SER,Equifax
GA,NAVY FCU,TrangUnion
GA,VETERANS UNI,TransUnion
GA,EMS/VETERANS UNITED HO,Experian
GA,EQUIFAX MORTGAGE SER,Equifax
GA,CIC CREDIT CIC CREDIT,"TransUnion
 Experian"
GA,"CIC MORTGAGE CREDIT,",Equilax
GA,,
GA,CIC CREDIT,TransUnion
GA,"CIC CREDIT
 CIC MORTGAGE CREDIT.","Experian
 Equitax"
GA,,
GA,CIC CREDIT,TransUnion
GA,CIC CREDIT,Experian
GA,"CIC MORTGAGE CREDIT, CREDCO","Equifax
 TransUnion"
GA,,
GA,CORELOGIC CREDIT SOLUT,Experian
GA,"CREDCO
 FREEDOM MORT","Equifax
 TransUnion"
GA,IR/FREEDOM MORTGAGE CO,Experian
GA,,
GA,INFORMATIVE RESEARCH,Equifax
GA,"INFORMATIVE
 INFORMATIVE RESEARCH I","TransUnion
 Experian"
GA,INFORMATIVE RESEARCH,Equifax
GA,,
GA,"EQUIFAX MORT
 EQUIFAX MORTGAGE SOLUT",TransUnion
GA,EQUIFAX MORTGAGE SER,"Experian
 Equifax"
GA,EQUIFAX MORT,TrangUnion
GA,EQUIFAX MORTGAGE SOLUT,Experian
GA,EQUIFAX MORTGAGE SER,
GA,EQUIFAX MORT,"Equifax
 TransUnion"
GA,EQUIFAX MORTGAGE SOLUT,Experian
GA,,
GA,"EQUIFAX MORTGAGE SER
 EQUIFAX MORTGAGE SOLUT","Equifax
 Experian"
GA,CREDIT PLUS,TransUnion
GA,XACTUS-CP/LAND HOME FI,Experian
GA,"XACTUS, LLC",Equifax
GA,BANK OF ENGL,TransUnion
GA,PARTNERS/BANK OF ENGLA,Experian
GA,PARTNERS CREDIT & VE,Equifax
GA,CIC CREDIT,TransUnion
GA,CIC CREDIT,Experian
GA,CIC CREDIT,Equifax
GA,CREDCO,TransUnion
GA,CREDCO,Experian
GA,CREDCO,Equifax
GA,VISIO FINANC,TransUnion
GA,XACTUS-CP/VISIO FINANC,Experian
GA,XACTUS,Equifax
GA,CIC CREDIT,TransUnion
GA,CIC CREDIT,Experian
GA,"CIC MORTGAGE CREDIT,",Equifax
GA,CREDIT PLUS,TransUnion
GA,XACTUS-CP,Experian
GA,XACTUS,Equifax
GA,BK OF AMER,TransUnion
GA,JPMCB CARD,Experian
GA,JPMCB - CARD SERVICE,Equifax
GA,CIC CREDIT,TransUnion
GA,CIC CREDIT,Experian
GA,CIC CREDIT,Equifax
GA,ROCKLOANS MARKETPLAC,Equifax
GA,CREDCO,TransUnion
GA,CREDCO/ROCKET MORTGAGE,Experian
GA,CREDCO,Equifax
GA,CRB/BEST EGG,TransUnion
GA,SOFI BANK NA,Experian
GA,PENTAGON FEDERAL CR UN,Experian
GA,CREDIT PLUS,TransUnion
GA,XACTUS LLC,TransUnion
GA,XACTUS AVANTUS,Experian
GA,XACTUS-CP|,Experian
GA,XACTUS,Equifax
GA,"XACTUS, LLC",Equifax
GA,MYGEORGIA CREDIT UNI,Equifax
GA,LC BANK,TransUnion
GA,FIRST HERITA,TransUnion
GA,XACTUS-AVANTUS/FIRST H,Experian
GA,XACTUS,Equifax
GA,PINNACLE BANK,Equifax
GA,CREDCO,TransUnion
GA,UNITED COMMUNITY BAN,Equifax
GA,WF BANK NA,TransUnion
GA,MORGAN CONCRETE CO I,Equifax
GA,PINNACLE BANK,Equifax
GA,THOMAS CONCRETE OF G,Equifax
GA,SYNCB/LOWE'S BRC,Equifax
GA,SYNCB,TransUnion|
GA,SYNCB/LOWES,TransUnion
GA,EXPERIAN BUSINESS CRED,Experian
GA,PINNACLE BANK,Equifax
GA,ELAN FINANCIAL SERVI,Equifax
GA,JPMCB - CARD SERVICE,Equifax
GA,NORTHWEST BN,TransUnion
GA,TRUISTAUTO,TransUnion
GA,JPMCB - AUTO FINANCE,Equifax
GA,GREENE FORD COMPANY,Equifax
GA,WELLS FARGO DEALER S,Equifax
GA,SYNCB/BELK,TransUnion
GA,AGCO FINANCE,TransUnion
GA,DEERE CR SVC,TransUnion
GA,UNITED COMMUNITY BAN,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,CREDIT PLUS,TransUnion
GA,"XACTUS, LLC",Equifax
GA,HOMESTAR FIN,TransUnion|
GA,XACTUS,Equifax
GA,UNITED COMMUNITY BAN,Equifax
GA,FIRST CITIZENS BANK,Equifax
GA,RIAN BUSINESS CRED,Experian
GA,"VANTAGE CREDIT,INC",Equifax
GA,ADV CREDIT,TransUnion
GA,ADVANTAGE CREDIT INC,Experian
GA,FIRST CITIZENS BANK,Equifax
GA,EXPERIAN BUSINESS CRED,Experian
GA,"ADVANTAGE CREDIT,INC",Equifax
GA,ADV CREDIT,TransUnion
GA,ADVANTAGE CREDIT INC,Experian
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SERVI,Experian
GA,EQUIFAX MORTGAGE SER,Equifax
GA,ESB/HARLEY,TransUnion
GA,HARLEY DAVIDSON CR,Experian
GA,JiMCB CARD,TransUnion
GA,JPMCB CARD,Experian
GA,MORRIS BANK,Equifax
GA,COLUMBUS BANK & TRUS,Equifax
GA,AMEX,Experian
GA,SYNCB/BELK,TransUnion
GA,SYNCB/BELK,Experian
GA,GS BANK,TransUnion
GA,CREDCO,Experian
GA,COLUMBUS BANK & TRUS,Equifax
GA,JPMCB CARD,Experian
GA,JPMCB CARD,Experian
GA,"<
 RIAN BUSINESS CRED",Experian
GA,FIRST CITIZENS BANK,Equifax
GA,ADVANTAGE CREDIT INC,Experian
GA,"ADVANTAGE CREDIT, INC",Equifax
GA,ADV CREDIT,TransUnion
GA,WF CRD SVC,Experian
GA,ADVANTAGE CREDIT INC,Experian
GA,"ADVANTAGE CREDIT,INC",Equifax
GA,ADV CREDIT,TransUnion
GA,JPMCB - CARD SERVICE,Equifax
GA,VLLY NAT BK,TransUnion
GA,M&T BANK IND,TransUnion
GA,FORD MOTOR CREDIT CORP,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,NCCINC./MILTON RUBEN CH,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Exporian
GA,JPMCB - CARD SERVICE,Equifax
GA,JPMCB CARD,Experian
GA,WAYMC/CBNA,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Equifax
GA,SYNCB/CC,TransUnion
GA,SYNCB/CC,Experian
GA,CREDIT ONE BANK NA,Experian
GA,SYNCB,Experian
GA,MCB,TransUnion
GA,MERCHANTS CREDIT BUR,Equifax
GA,SAP FEDERAL CREDIT UNI,Experian
GA,MERCHANTS CREDIT BUREA,Experian
GA,MERCHANTS CREDIT BUREA,Experian
GA,NAVY FCU|,TransUnion
GA,TAMPA BAY FEDERAL CU,Experian
GA,TBOM/GENESIS,TransUnion
GA,CRB/UPGRADE,TransUnion
GA,SYNCB,TransUnion
GA,ANGEL OAK HO,TransUnion
GA,XACTUS,Equifax
GA,XACTUS-CP/ANGEL OAK HO,Experian
GA,ONEMAIN,Experian
GA,TBOM./MILESTO,TransUnion
GA,SYNV/VERV FD,TransUnion
GA,WORLD ACCEPTANCE - G,Equifax
GA,FACTUAL DATA,TransUnion
GA,FACTUAL DATA,Equifax
GA,FACTUAL DATA,Experian
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SER,Equifax
GA,EMS/AMERISAVE MORTGAGE,Experian
GA,ONEMAIN,Experian
GA,MACYS/CBNA|,Experian
GA,TBOM./MILESTO,TransUnion
GA,FIRST INVST SVC/ FIRST,Experian
GA,FLAGSHIP CRE,TransUnion
GA,FIRST HELP F,TransUnion
GA,COAF,TransUnion
GA,FIRST HELP FINANCIAL,Equifax
GA,GM FINANCIAL,Equifax
GA,ASSOCIATED CREDIT UN,Equifax
GA,ALLY FINANCIAL,Equifax
GA,JPMCB - AUTO FINANCE,Equifax
GA,CAPITAL ONE,Equifax
GA,AMERICREDIT FINANCIA,Equifax
GA,EXETER FINANCE,Equilax
GA,TCL/FIRST HELP FINANCI,Experian
GA,CREDCO,TransUnion
GA,MILTON RUBEN,TransUnion
GA,COAF,TransUnion
GA,MILTON RUBEN MOTORS,Equitax
GA,WELLS FARGO DEALER S,Equifax
GA,CREDCO,Equifax
GA,GM FINANCIAL,Equifax
GA,ANDERSON BROTHERS BA,Equifax
GA,ALLY FINANCIAL,Equifax
GA,JPMCB - AUTO FINANCE,Equifax
GA,CAPITAL ONE,Equifax
GA,AMERICREDIT FINANCIA,Equifax
GA,CREDCO,Exporian
GA,ALLY FINANCIAL,Experian
GA,CHRYSLER CAPITAL,Experian
GA,MICROBILT,Experian
GA,MACYS/CBNA|,Experian
GA,CREDCO,TransUnion
GA,CORELOGIC CREDCO LLC,Equitax
GA,CREDCO|,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Experian
GA,JPMCB CARD,TransUnion
GA,JPMCB CARD,Experian
GA,SYNCB/LOWES,TransUnion
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SER,Equitax
GA,DISCOVER BAN,TransUnion
GA,DISCOVER HOME LOANS,Equitax
GA,DISCOVER FINANCIAL SER,Experian
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SER,Equitax
GA,EMS./TRUIST BANK,Experian
GA,CAPITAL ONE,TransUnion
GA,JPMCB - CARD SERVICE,Equifax
GA,CAPITAL ONE BANK USA,Equifax
GA,JPMCB CARD,Experian
GA,CAP ONE NA,Experian
GA,WORLD ACCEPTANCE • G,Equitax
GA,CONN APPLIANCES INC/FI,Experian
GA,CONSUMERS CO,TransUnion
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SER,Equifax
GA,EQUIFAX MORTGAGE SOLUT,Experian
GA,CAPITAL ONE,TransUnion
GA,CAPITAL ONE BANK USA,Equifax
GA,CAP ONE NA,Experian
GA,EQUIFAX MTG,TransUnion
GA,EQUIFAX MORTGAGE SER,Equifax
GA,EQUIFAX MORTGAGE SERVI,Experian
GA,ONEMAIN,TransUnion
GA,ONEMAIN,Experian
GA,NEW AMERICAN,TransUnion
GA,FEB/DESTINY,TransUnion
GA,INFORMATIVE RESEARCH,Equifax
GA,IR/NEW AMERICAN FUNDIN,Experian
GA,CONSUMERS CO,TransUnion
GA,FLAGSHIP CRE,TransUnion
GA,AXOS BANK,Experian
GA,DISCOVER BAN,TransUnion
GA,DISCOVER HOME LOANS,Equifax
GA,DISCOVER FINANCIAL SER,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,JPMCB - CARD SERVICE,Equifax
GA,JPMCB CARDI,Experian
GA,JPMCB - CARD SERVICE,Equifax
GA,JPMCB CARD,Experian
GA,ONEMAIN,Experian
GA,WELLS FARGO DEALER S,Equifax
GA,JPMCB - AUTO FINANCE,Equifax
GA,NMAC,Equifax
GA,GWINNETT PLACE NISSA,Equifax
GA,ALLY FINANCIAL,Experian
GA,ALLY FINANCIAL,Experian
GA,700/GWINNETT PLACE NIS,Experian
GA,GWINNETT PLA,TransUnion
GA,GS BANK,TransUnion
GA,SPECIAL FINANCING COMP,Experian
GA,ONEMAIN,Experian
GA,ONEMAIN,TransUnion
GA,CAP ONE NA,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CITI CARDS CBNA,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,REGIONS BANK,TransUnion
GA,ALL IN CU,TransUnion
GA,NAVY FCU,TransUnion
GA,DIGITAL FEDERAL CRED,Equifax
GA,NAVY FCU,TransUnion
GA,DREAMSPRING,TransUnion
GA,MICROBILT,Experian
GA,AMEX,TransUnion
GA,AMEX,Experian
GA,BK OF AMER,Experian
GA,JPMCB CARD,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,TRUIST BANK,Equifax
GA,PENTAGON FCU-ALEXAND,Equifax
GA,ELAN FINANCIAL SERVI,Equifax
GA,CITIZENS TRUST BANK,Equifax
GA,RTS FINANCIAL SERVICES,Experian
GA,WF CRD SVC,Experian
GA,AMERICAN EXP,TransUnion
GA,AMERICAN EXPRESS,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,PENTAGON FCU-ALEXAND,Equifax
GA,PENTAGON FCU-ALEXAND,Equifax
GA,SECU CREDIT UNION,Equifax
GA,WF CRD SVC,Experian
GA,AMEX,TransUnion
GA,AMEX,Experian
GA,FNB OMAHA,Experian
GA,FNB OMAHA,Experian
GA,NAVY FCU,TransUnion
GA,SYNCB/OLD NA,TransUnion
GA,SYNCB/OLDNAVY,Experian
GA,KOHLS/CAPONE,TransUnion
GA,FNB OMAHA,Experian
GA,SYNCB,TransUnion
GA,NAVY FCU,TransUnion
GA,SYNCB/PAYPAL,TransUnion
GA,NAVY FCU,TransUnion
GA,CREDIT ONE BANK NA,Experian
GA,COMENITYCAPITAL/IKEAPC,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,THD/CBNA,Equifax
GA,GS BANK,TransUnion
GA,US BANCORP,Equifax
GA,NAVY FCU,TransUnion
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,CBNA,Equifax
GA,CBNA,TransUnion
GA,CITI CARDS CBNA,Experian
GA,DISCOVER FINANCIAL SER,Experian
GA,FINGERHUT/WEBBANK,Experian
GA,CAPITAL ONE,TransUnion
GA,BEAVER TOYOT,TransUnion
GA,700 CREDIT BEAVER TOYO,Experian
GA,SOUTHEAST TOYOTA FIN,Equifax
GA,"BEAVER MOTORS GA, LL",Equifax
GA,CULS/CINCH,TransUnion
GA,MALL OF GEOR,TransUnion
GA,UTO,TransUnion
GA,PIN,TransUnion
GA,ALL OF GEORGIA,Experian
GA,ALLY FINANCIAL,Experian
GA,ALLY FINANCIAL,Equifax
GA,US BANK DS SOUTHEAST,Equifax
GA,GEORGIA'S OWN CREDIT,Equifax
GA,MILTON MARTIN TOYOTA,Equifax
GA,SOUTHEAST TOYOTA FIN,Equifax
GA,"BEAVER MOTORS GA, LL",Equifax
GA,SYNCB/OLDNAVY,Experian
GA,TRUIST BANK,Equifax
GA,CARMAX AUTO FINANCE,Equifax
GA,ALLY FINANCIAL,Equifax
GA,CAPITAL ONE,Equifax
GA,COAF,TransUnion
GA,EXETER FINANCE LLC/WCG,Experian
GA,ALLY FINANCIAL,Experian
GA,AMERICAN CREDIT ACCEPT,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,BK OF AMER,Experian
GA,BARKSDALE AUTOMOTIVE,Equifax
GA,WELLS FARGO DEALER S,Equifax
GA,GLOBAL LENDING SERVI,Equifax
GA,CAPITAL ONE,Equifax
GA,AMERICREDIT FINANCIA,Equifax
GA,COAF,TransUnion
GA,NCCINC/COURTESY CHRYSL,Experian
GA,EXETER FINANCE LLC/WCG,Experian
GA,CHRYSLER CAPITAL,Experian
GA,GLOBAL LENDING SERVICE,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,SYNCB/SAMS,TransUnion
GA,SYNCB/SAMS CLUB,Experian
GA,FIRST PREMIER BANK,Equifax
GA,JPMCB CARD,Experian
GA,GS BANK,TransUnion
GA,JPMCB - CARD SERVICE,Equifax
GA,WESTLAKE SERVICE INC,Equifax
GA,METRO AUTO CREDIT,Equifax
GA,BK OF AMER,TransUnion
GA,TRUIST BANK,Equifax
GA,COAF,TransUnion
GA,SANTANDER,TransUnion
GA,TD AUTO FIN,TransUnion
GA,FIVESTARDODG,TransUnion
GA,COAF,TransUnion
GA,"CITIBANK NA., BEST B",Equifax
GA,COMENITYCAPITAL/ALPH,Equifax
GA,TRUIST BANK,Equifax
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,TRUIST BANK,Equifax
GA,CREDIT ONE BANK NA,Experian
GA,SYNCB/SAMS,TransUnion
GA,SYNCB/SAMS CLUB,Experian
GA,CARMAX AUTO FINANCE,Equifax
GA,CAPITAL ONE,Equifax
GA,COAF,TransUnion
GA,SANTANDER CONSUMER USA,Experian
GA,UNITED AUTO CREDIT CO,Experian
GA,CAPITAL ONE AUTO FIN,Experian
GA,ML TAB BANK,TransUnion
GA,CB INDIGO,TransUnion
GA,CARVANA LLC,Experian
GA,BRCLYSBANKDE,TransUnion
GA,AMEX,Experian
GA,TBOM/MILESTO,TransUnion
GA,AMERICAN EXPRESS KABBA,Experian
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAPITAL ONE BANK USA,Equifax
GA,CAPITAL ONE,TransUnion
GA,CAP ONE NA,Experian
GA,MACYS/CBNA,Experian
GA,SYNCB/OLD NA,TransUnion
GA,CREDCO,Equifax
GA,CREDCO,Experian
GA,CO,TransUnion
GA,GOFAX MORTGAGE SER,Equifax
GA,EQUIFAX MORTGAGE SOLUT,Experian
GA,NAVY FCU,TransUnion
GA,NAVY FEDERAL CR UNION,Experian
GA,NAVY FCU,TransUnion
GA,AQUA FINANCE,TransUnion
GA,CORELOGIC CREDCO LLC,Equifax
GA,CREDCO,Experian
GA,CREDCO,TransUnion
HAWAII,,
HI,CAPITAL ONE,TransUnion
HI,CAPITAL ONE BANK USA,Equifax
HI,CAP ONE NA,Experian
HI,COLLIERS INTL HI LLC,Experian
HI,CAPITAL ONE,TransUnion
HI,CAPITAL ONE BANK USA,Equifax
HI,CAP ONE NA,Experian
HI,KOOLAU FCU FKA WCFCU,Experian
HI,AMEX,Experian
HI,HAWAIIUSA FC,TransUnion
HI,NAVY FCU,TransUnion
HI,NAVY FCU,TransUnion
HI,AMEX,Experian
HI,CAP ONE NA,Experian
HI,CAPITAL ONE BANK USA,Equifax
HI,CAPITAL ONE,TransUnion
HI,,Experian
HI,LLAN FINANCI,TransUnion
HI,AMEX,Experian
HI,BANK OF HAWAII,Equifax
HI,AAFES,Experian
HI,NAVY FCU,TransUnion
HI,WF PLL,Experian
HI,DISCOVER FINANCIAL SER,Experian
HI,WELLS FARGO-PL&L,Equifax
HI,WF PLL,TransUnion
HI,JPMCB CARD,Experian
HI,JPMCB CARD,Experian
HI,JPMCB - CARD SERVICE,Equifax
HI,RADIANT CREDIT UNION,Equifax
HI,NAVY FCU,TransUnion
LOWA,,
IA,FACTUAL DATA,TransUnion
IA,FACTUAL DATA,Experian
IA,FACTUAL DATA,Equifax
IA,FACTUAL DATA,Equifax
IA,DISCOVER FINANCIAL SER,Experian
ILLOINOIS,,
IL ,XACTUS,Equifax
IL ,XACTUS-CP/LOAN FUNDER,Experian
IL ,LOAN FUNDER,TransUnion
IL ,CITIBANK NA. BEST B,Equifax
IL ,AMERICAN EAG,TransUnion
IL ,XACTUS,Equifax
IL ,XACTUS-CP,Experian
IL ,CREDIT PLUS,TransUnion
IL ,BMO HARRIS,TransUnion
IL ,JPMCB CARD,Experian
IL ,JPMCB CARD,TransUnion
IL ,XACTUS,Equifax
IL ,LOAN FUNDER,TransUnion
IL ,CIC CREDIT,Equifax
IL ,CIC CREDIT,TransUnion
IL ,CAPITAL ONE,TransUnion
IL ,TAL ONE BANK USA,Equifax
IL ,CAP ONE NA,Experian
IL ,DISCOVER FINANCIAL SER,Experian
IL ,JPMCB CARD,TransUnion
IL ,JPMCB CARD,Experian
IL ,AMEX,Experian
IL ,AMEX,Experian
IL ,SELFRELIANCE,TransUnion
IL ,WE BANK NA,TransUnion
IL ,KOHLS/CAPONE,Experian
IL ,GS BANK GM,TransUnion
IL ,CBNA,Equifax
IL ,DISCOVER FINANCIAL SER,Experian
IL ,BRCLYSBANKDE,TransUnion
IL ,EYBLUEGREEN VACATION,Experian
IL ,,TransUnion
IL ,ALLY CARD,TransUnion
IL ,ALLY CREDIT CARD/CWS,Experian
IL ,BK OF AMER,Experian
IL ,THD/CBNA,Equifax
IL ,FACTUAL DATA,TransUnion
IL ,FACTUAL DATA,Equifax
IL ,FD/ROCKET MORTGAGE,Experian
IL ,BU/BLUEGREEN VACATION,Experian
IL ,CAP/MNRDS,TransUnion
IL ,CAP1/MENARDS,Equifax
IL ,CAP1/MNRDS,Experian
IL ,BK OF AMER,Experian
IL ,US BANK,TransUnion
IL ,ADVANTAGE CREDIT INC,Experian
IL ,"ADVANTAGE CREDIT,INC",Equifax
IL ,ADVNTGE CRED,TransUnion
IL ,DISCOVER FINANCIAL SER,Experian
IL ,AMEX,Experian
IL ,BK OF AMER,TransUnion
IL ,CAPITAL ONE,TransUnion
IL ,ADVANTAGE CREDIT INC,Experian
IL ,"DVANTAGE CREDIT,INC",Equifax
IL ,ACTUAL DATA,Equifax
IL ,FACTUAL DATA,TransUnion
IL ,ADVNTGE CRED,TransUnion
IL ,FACTUAL DATA,Experian
IL ,US SM BUS ADMIN ODA,Experian
IL ,CREDCO,Equifax
IL ,CREDCO,TransUnion
IL ,FACTUAL DATA,Experian
IL ,FACTUAL DATA,Equifax
IL ,FACTUAL DATA,TransUnion
IL ,WF CRD SVC,Experian
IL ,AMEX,Experian
IL ,AMEX,TransUnion
IL ,ONEMAIN,Experian
IL ,ONEMAIN,TransUnion
IL ,CB CARD,Experian
IL ,JPMCB CARD,TransUnion
IL ,"CITIBANK NA., BEST B",Equifax
IL ,CAP ONE NA,Experian
IL ,CAPITAL ONE BANK USA,Equifax
IL ,CAPITAL ONE,
IL ,DISCOVER FINANCIAL SER,Experian
IL ,CBNA|,Equifax
IL ,DISCOVER FINANCIAL SER,Experian
IL ,JPMCB CARD,TransUnion
IL ,JPMCB CARD,Experian
IL ,OFFICEDEPOT/CBNA,Equifax
IL ,COMENITYCAPITAL/NTB&,Equifax
IL ,CIC CREDIT,TransUnion
IL ,"CIC MORTGAGE CREDIT,",Equifax
IL ,CIC CREDIT,Experian
IL ,FACTUAL DATA,TransUnion
IL ,FACTUAL DATA,Equifax
IL ,FACTUAL DATA,Experian
IL ,FACTUAL DATA,TransUnion
IL ,FACTUAL DATA,Equifax
IL ,FACTUAL DATA,Experian
IL ,DISCOVER FINANCIAL SER,Experian
IL ,COMENITYCAPITAL/BLNL,Equifax
IL ,CREDCO,TransUnion
IL ,CREDCO,Equifax
IL ,CREDCO/ROCKET MORTGAGE,Experian
IL ,PATHWARD NA EQUIP,Experian
IL ,US SM BUS ADMIN ODA,Experian
IL ,COMENITYCAPITAL/BLNL,Equifax
IL ,FACTUAL DATA,TransUnion
IL ,FACTUAL DATA,Equifax
IL ,FACTUAL DATA,Experian
IL ,PHILLIPS CHE,TransUnion
IL ,TD AUTO FIN,TransUnion
IL ,GM FINANCIAL,TransUnion
IL ,ALLY FINANCI,TransUnion
IL ,BK OF AMER,TransUnion
IL ,TRUISTAUTO,TransUnion
IL ,ALLY FINANCIAL,Experian
IL ,BK OF AMER,Experian
IL ,JPMCB CARD,Experian
IL ,JPMCB CARD,TransUnion
IL ,DISCOVER FINANCIAL SER,Experian
IL ,SPECIAL FINANCING COMP,Experian
IL ,CROSSCOUNTRY,TransUnion
IL ,FD/CROSSCOUNTRY MORTGA,Experian
IL ,FACTUAL DATA,Equifax
IL ,BK OF AMER,TransUnion
IL ,FACTUAL DATA,TransUnion
IL ,FD/DRAPER & KRAMER MOR,Experian
IL ,FACTUAL DATA,Equifax
IL ,DISCOVER BANK,Equifax
IL ,FIFTH THIRD,TransUnion
IL ,US BANK,TransUnion
IL ,BMO HARRIS,TransUnion
IL ,PNC BANK,Experian
IL ,FORD CREDIT,TransUnion
IL ,ALLY FINANCI,TransUnion
IL ,ALLY FINANCIAL,Experian
IL ,BK OF AMER,Experian
IL ,CBNA,Equifax
IL ,CCB/BREADCASHBACK,Experian
IL ,SYNCB/SAMS,TransUnion
IL ,SYNCB/SAMS CLUB,Experian
IL ,US BANK,TransUnion
IL ,USBANK,Equifax
IL ,"DISCOVER FINANCIAL SER
 US BANK","Experian
 TransUnion|"
IL ,,
IL ,SYNCB/LOWESC,TransUnion
IL ,ODPTC/CBNA|,Experian
IL ,BK OF AMER,
IL ,JPMCB CARD,
IL ,JPMCB CARD,
IL ,BK OF AMER,
IL ,CAPITAL ONE,TransUnion
IL ,JPMCB CARD,TransUnion
IL ,JPMCB CARD,Experian
IL ,CAP ONE NA,Experian
IL ,CAPITAL ONE BANK USA,Equifax
IL ,ADVNTGE CRED,TransUnion
IL ,ADVANTAGE CREDIT INC,Experian
IL ,ADVANTAGE CREDIT.INC,Equifax
IL ,RTS FINANCIAL SERVICES,Experian
IL ,FACTUAL DATA,TransUnion
IL ,FO/DRAPER & KRAMER MOR,Experian
IL ,FACTUAL DATA,Equifax
IL ,EXPERIAN BUSINESS CRED,Experian
IL ,FACTUAL DATA,TransUnion
IL ,FO/DRAPER & KRAMER MOR,Experian
IL ,FACTUAL DATA,Equifax
IL ,RECEIVABLES FIN ASSOC,Experian
IL ,CBNA|,Equifax
IL ,FNB OMAHA,Experian
IL ,CBNA,Equifax
IL ,ADUNTGE CRED,TransUnion
IL ,ADVANTAGE CREDIT INC,Experian
IL ,"ADVANTAGE CREDIT,INC",Equifax
IL ,CBNA,Equifax
IL ,"THD/CBNA
 FACTUAL DATA","Experian
 TransUnion"
IL ,,
IL ,"FD/DRAPER & KRAMER MOR
 FACTUAL DATA",Experian
IL ,,Equifax
IL ,CAPITAL ONE,TransUnion
IL ,CAP ONE NA,Experian
IL ,CAPITAL ONE BANK USA,Equifax
IL ,,
IL ,CITIZENS BANK,Equifax
IL ,NAVY FCU,TransUnion
IL ,WFDS,TransUnion
IL ,SANTANDER,TransUnion
IL ,JPMCB AUTO,TransUnion
IL ,COAF,TransUnion
IL ,DCH KAY HOND,TransUnion
IL ,CAPITAL ONE AUTO FIN,Experian
IL ,NAVY FCU,TransUnion
IL ,INFORMATIVE,TransUnion
IL ,INFORMATIVE RESEARCHI,Experian
IL ,INFORMATIVE RESEARCH,Equifax
IL ,ELAN FINANCI,TransUnion
IL ,BMO HARRIS,TransUnion
IL ,GS BANK,TransUnion
IL ,CITIZENS BANK,Equifax
